,File Name,Original Language,Translated Language,Translated Transcription,Original Transcription
0,27315_01_mike80.wav,ru,en,"necessary. Promz, come back. Yes, I would go back. Here it is, the road. I went right, you went wrong. I remember that there was a bridge on the check-in. Now we will come to you. Take it there, maybe I'm wrong, who the fuck knows. Actually, this is where you should have gone. Over the bridge? Do not reach 50-100 meters, the road leaves on the right. lifter, huh? Call him, maybe I'm driving the wrong way, I dick knows him. I'm going by memory. This is a road street, who the fuck knows. No, I'll call the phone myself. Now I'll pick it up. Let him call, he can call in through these gates. Stay here, we'll lock ourselves up now, then we'll turn the fuck around somewhere. Or wait, I'll go take a look. They are still trying. Nihuya does not take. Not at all. Somewhere else only to go and shorter ... They are gaining a sample. On the street 50-100 years, and with it to reach. And in no other way. In general, Antokh, we should have gone where we stopped. There, fucking eyelids rise, the dick turned around. I saw that he came here and went. He probably doesn't sleep. Volodya doesn't fucking answer. It's already gone, right? And, the first was 30 people. Drive into the gate. Looks like it's already been opened. See where I went? Yes, yes, we are standing behind. Yes, somewhere here you need to find a dispatcher, a shovel, dick knows him. There was unloading, we came there, you leave. You pour cells, damn it. I feel something directly in one place, that, damn, the unloading here will be, damn it, exactly the same as you said. You can't go yet. You can’t stop by, we’ll turn around, then, damn it. Come on, come on, let's turn around. And then the uncle went ahead, he led you, why not? Well, yes. Fuck factories, fucking, probably already years, fuck, 500, damn. Everyone sucks, dick who builds fucking new."," надо. Промз, давай назад. Да, ехал бы назад. Вот она, дорожная улица. Правильно я поехал, вы неправильно поехали. Я помню, что там мост был на заезд. Сейчас приедем к тебе. Бери туда, может я ошибаюсь, хуй его знает. Вообще вот сюда надо было ехать. За мостом? Не доезжай метров 50-100, справа уходит дорога. Подъемчик, да? Позвони ему, может я неправильно еду, я хуй его знает. Я по памяти еду. Это вот дорожная улица, хуй его знает. Не, телефон я позвоню сам. Сейчас я наберу. Пусть позвонит, может в эти ворота заезжать. Стойте тут, сейчас запремся, потом хуй развернемся где-то. Или стойте, я поеду гляну. Они еще пробуют. Нихуя не берет. Совсем не то. Где-то еще только ехать и короче... Они пробу набирают. На улицу 50-100 лет, и с ней доезжать. А по другому никак. Вообще, Антох, надо было ехать там, где мы с тобой остановились. Там дохуя век подниматься, хуй развернулся. Я видел, что он сюда и поехал. Он, наверное, не спит. Володь, нихуя не отвечает. Это уже пошло, да? А, первого было 30 человек. Заезжай в ворота. Вроде открыли уже. Видите, куда я заехал? Да, да, мы сзади стоим. Да, где-то тут надо диспетчера найти, совщика, хуй его знает. Выгрузка была, туда мы приезжали, уйдешь. Ячейки сыпешь, блядь. Я что-то прямо чувствую одним местом, что, блядь, выгрузка тут будет, блядь, точно такая, как ты сказал. Ты можешь пока не ехать. Не заезжать нельзя, развернемся, потом, блядь. Заезжай, заезжай, развернемся. А то дядька впереди пошел, он тебя повел, че нет? Ну да. Ебать, заводов, блядь, наверное, уже лет, нахуй, 500, блядь. Все высасывают, хуй кто че строит, блядь, нового."
0,websdr_recording_2022-02-28T23_41_16Z_3087.5kHz.wav,ru,en,"By attention to all, I invite you to the free screen for the transfer. And we see on the screen in the winter the transmission of 6, the extreme Stavropol. And whoever receives my radio, answer, to all the screen reception. The excitement is on, these things are fucking. And the Stavropol screen invites attention to everyone, free radio, amateurs to this meter. And whoever receives my radio, answer, to everyone, free, free radio, amateurs, this meter invites screen 6, Stavropol. And whoever receives my radio, answer, to everyone, free, screen reception. Oh, don't be here, hello. Hello, hello, hello. Fig everything, even kings. Rebuke slavnik somewhere. How much do we have here, 200 volts? Fu on mother. And vigorous in the yoke. So, to all, I invite you to the free screen for the transfer. And whoever receives my radio, answer, to everyone, free."," По вниманию ко всем, свободный экран приглашаю на передачу. А мы по зимой экрану видим передачу 6, крайной Ставропольской. А кто моё радио принимает, ответьте, ко всем экран приём. Возбуждение идёт, эти вещи ебаные. А внимание ко всем, свободный радио, любителям на данный метр приглашает экран Ставропольский. А кто моё радио принимает, ответьте, ко всем, свободный, свободный радио, любителям на данный метр приглашает экран 6, Ставрополь. А кто моё радио принимает, ответьте, ко всем, свободный, экран приём. О, не надо здесь, алло. Алло, алло, алло. Фига всё, королюшки даже. Опровинение славника где-то. Сколько тут у нас, 200 вольт? Фу на мать. А ядрёна в коромысло. Так, ко всем, свободный экран приглашаю на передачу. А кто моё радио принимает, ответьте, ко всем, свободный."
0,websdr_recording_2022-03-05T13_00_12Z_3110.0kHz.wav,ru,en,"Let's lei Austin igen! The work of the state is working, which means that, well, we have already exchanged reports with Baritone. I hear 9 plus 2, and 9 plus 1. Romka, Romka, first position, first position. Well, and so in a peak, in a peak, which means that the Baritone and the backpack are also 9 plus. Dancing comes out, but a little quieter. They framed the baritone, Yura at 9-15 you shake your paws, shake them. Such a reception, what can I say, such a reception. Is the state working? So, okay, guys, 73, everything, bravo, health. That's all, otherwise they already called me, it's time to know, we must already move forward. Today was a short day at work, so you have to go, go to the goat's tail. Blow, blow, okay, a little. Power, then, 9 plus 1, Romka, it turns out, means quieter Baritone. Backpack, but Baritone was framed, Yura at 9-15 to shake your paws. So, and so, also 9-15, but quieter. Okay, you just pulled it off. So, Yura, let me listen to you, there will be a question, otherwise I will leave like this now, how many guys now. He held the backpack, welcome. And what are you doing here? What to sell? So, you're plus 30, do you accept? Plus 30, yes. Well, what about you there, who are you, what are you on the street, do you receive from us? Well, I accept, well. I listened, someone came up there, mixed it in, well, I listened, Yura. Thank you, 73, give you 72, great. So, guys, me, in my opinion, how much is plus 30? It turns out that plus 10, and Baritone 9 points, 9 points, like a backpack, only a toss-up accepts. Guys, 73, everyone, bye, bye, I'm leaving, guys, without switching on, I'm transferring to the Baritone, and bye, guys, see you all in the future. The cameraman Alexander withstood, bye, bye, Baritone, and bye, guys, I'm not turning on. SAD MELODY SONG IN ENGLISH"," Давай лей Austin igen! Работает работа держава, значит, ну с Баритоном мы уже рапортами обменяли. Слышу 9-ка плюс 2, а 9 плюс 1. Ромка, Ромка, первая позиция, первая позиция. Ну а так в пике, в пике, значит, Баритон и рюкзак тоже 9 на плюс. Танцы выходят, но немного потише. Баритон подставили, Юра в 9-15 тебе лапами покачивать, покачивать. Такой прием, что я могу сказать, такой прием. Работает разве держава. Так, ладно, ребят, 73, все, браво, здоровье. Все, а то мне уже позвонили, пора еще и знать, надо уже выдвижаться. День сегодня на работе короткий был, поэтому надо ехать, ехать к козловому хвосту. Дуть, дуть, хорошо, понемножку. Держава, значит, 9 плюс 1, Ромка, оказывается, значит, потише Баритон. Рюкзаком, но Баритон подставили, Юра в 9-15 тебе лапами покачивать. Так, а так, тоже 9-15, но потише. Хорошо, как раз ты это раздержала. Так, Юра, давай я тебя послушаю, будет вопрос, а то я сейчас так буду покидать, сейчас сколько ребят. Рюкзак держал, прием. А вы что здесь делаете? Что, продать? Так что, тебе плюс 30, ты принимаешь? Плюс 30, да. Ну вот, а у вас там, ты который ты, что на улице, у нас принимаешь? Ну, я принимаю, ну. Я прослушал, там кто-то подходил, подмешивал, ну, я прослушал, Юра. Спасибо, 73, давай тебе 72, здорово. Так, ребят, меня, по-моему, сколько уже плюс 30? Оказывается, плюс 10, и Баритон 9 баллов, 9 баллов, как рюкзак, только подбросковый принимает. Ребят, 73, всем пока, пока, я покидаю, ребят, без включения, на Баритон я передаю, и пока, ребят, всем до будущих встреч. Выдержала оператор Александр, пока, пока, Баритон, и пока, ребят, я без включения. ГРУСТНАЯ МЕЛОДИЯ ПЕСНЯ НА АНГЛИЙСКОМ ЯЗЫКЕ"
0,websdr_recording_2022-03-04T22_15_12Z_3159.7kHz.wav,ru,en,"Dmitry Semyon, Pike, Dmitry Zhenya, Shura, Grigory, Ulyana, Sariton Zhenya, Fedor, Man, Yakov, Semyon Man, Roman, Konstantin, Shura, Zinaida Zhenya, Fedor, Man, Yakov, Semyon Man, Roman, Konstantin, Shura, Zinaida Zhenya, Fedor, Man, Yakov, Semyon Man, Roman, Konstantin, Shura, Zinaida Nikolai, Ulyana, Zinaida, Dmitry, Zinaida Glacier, Man, Elena, Uliana, Ivan Kulga, Yakov, Anna, Dmitry, Ulyana Yuri, Konstantin, Nikolai, Uliana, Tsaplya Roman, Pike, Pike, Ivan, Vasily Gulda, Grigory, Vasily, Semyon, Yuri Uliana, Zinaida, Boris, Pike, Zinaida Yakov, Boris, Boris, Dmitry, Vasily Konstantin, Zhenya, Roman, Roman, Man Elena, Boris, Zinaida, Mikhail, Zhenya Boris, Man, Konstantin, Yakov, Yuda Zinaida, Ivan, Dmitry, Shura, Tsaplya Pavel, Tatyana, Pavel, Vasily, Yakov, Rozen"," Дмитрий Семен, Щука, Дмитрий Женя, Шура, Григорий, Ульяна, Саритон Женя, Фёдор, Человек, Яков, Семён Человек, Роман, Константин, Шура, Зинаида Женя, Фёдор, Человек, Яков, Семён Человек, Роман, Константин, Шура, Зинаида Женя, Фёдор, Человек, Яков, Семён Человек, Роман, Константин, Шура, Зинаида Николай, Ульяна, Зинаида, Дмитрий, Зинаида Ледник, Человек, Елена, Ульяна, Иван Кульга, Яков, Анна, Дмитрий, Ульяна Юрий, Константин, Николай, Ульяна, Цапля Роман, Щука, Щука, Иван, Василий Гульда, Григорий, Василий, Семён, Юрий Ульяна, Зинаида, Борис, Щука, Зинаида Яков, Борис, Борис, Дмитрий, Василий Константин, Женя, Роман, Роман, Человек Елена, Борис, Зинаида, Михаил, Женя Борис, Человек, Константин, Яков, Юда Зинаида, Иван, Дмитрий, Шура, Цапля Павел, Татьяна, Павел, Василий, Яков, Розён"
0,websdr_recording_2022-03-04T22_19_03Z_3159.6kHz.wav,ru,en,Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0. Reverse 0 05 025. 05.02.2020, Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. Реверс 0. 05 025. 05.02.2020
0,3162_2022-03-15_5.06PM_UTC.wav,ru,en,"Kostroma, Gorezhanin, about the reception! Bagda, Bagda, I'm also with you at the reception. Kostroma 81, Kostroma 81, I'm Ostoba 22, over. Kostroma 81, Kostroma 81, I'm Ostoba 22, over. Kostroma 81, Kostroma 81, I'm Ostoba 22, over. Kostroma 81, Kostroma 81, I'm Ostoba 22, over. I am Ostoba 22. Kostroma 81. Kostroma 81, Kostroma 81, I am Ostoba 22, over."," Кострома, Горежанин, о приёме! Багда, Багда, я тоже с вами в приёме. Кострома 81, Кострома 81, я Остоба 22, приём. Кострома 81, Кострома 81, я Остоба 22, приём. Кострома 81, Кострома 81, я Остоба 22, приём. Кострома 81, Кострома 81, я Остоба 22, приём. Я Остоба 22. Кострома 81. Кострома 81, Кострома 81, я Остоба 22, приём."
0,3169_2022-03-15_5.33PM_UTC.wav,ru,en," Киев, я Киев, у тебя есть связь с Маской? Приём! Я принял, приём! Я Рязань, приём! Киев, Киев, Киев, я Рязань, Рязань, приём! Рязань, Рязань, я Киев, Киев, Киев, я Рязань, у тебя есть связь с Маской? Приём! Да, есть, есть! Вырезай Маске, кто? Гейдер? Отправим коробочку трёхсотными! Приём! Киев, я Маскев, приём! Киев, Киев, я Маскев, приём! Киев, Киев, я Маскев, приём! Киев, я Рязань, вы находитесь в станции Киев-Масков? Киев-Маскев, приём! Киев, Киев, я Маскев, приём! Киев, Киев, я Рязань, приём! Рязань, первый, на полной, на полной! А, картрид стал в работу, а пингун у него нет, не пингунится, правильно? Я Рязань, я Киев, приём! Я принял, принял, по вашему вопросу ещё уточняю, мне не докладывали, приём! Я Рязань, принял, приём! Маскев, я Рязань, приём! Киев, приём! Маскев, я Рязань, картрид сообщает, что он встал в работу, но не пингует, не пингует, и пигу у него нет, приём! Маскев, я правильно понимаю, картрид ушёл в работу, но он не пингует, не пингует, приём! Да, да, да, приём! Киев, Киев, я Маскев, приём! Маскев, Маскев, я Рязань, привет! Картрид сообщает, что он в шуму, и прописал, приём! Маскев, Маскев, я Рязань, на приёме! Маскев, я прочтил, что он прописал, привет! Картрид, я Рязань, приём! Картрид, у тебя нет ужин, тропинговать! Картрид, я Рязань, ты не можешь тропинговать, приём! Картрид, я Рязань, что у тебя случилось? Я Рязань, приём! Картрид, я Рязань, привет! Маскев, я Рязань, привет! Волгоград, я Рязань, привет! Картрид, сообщаю, что ты можешь тропинговать открытую петлю, привет! Маскев, я Рязань, повторите громче, привет! Картрид, я Рязань, что у тебя случилось? Я Рязань, привет! Картрид, я Рязань, привет! Картрид, я Рязань, привет! Семнадцать, я Рязань, привет! Семнадцать, я Рязань, приём! Маскев, я Рязань, да привет тебе! Поездка до Урагана, все скорые пойдут в большие птички, и мы их надо в Магазинске провожать, правильно? Мы их не надо будем направлять. Маскев, я Рязань, тебя же все отречают, привет! Ураган, ураган, я Рязань, привет! Гейзер, Гейзер, я Рязань, привет! Гейзер, у тебя есть часть Урагана? Повторите, слышал. Гейзер, у тебя есть часть Урагана? Да, есть. Передай Урагану, что скоро пойдут большие паски, я Рязань, привет! Паски, ты сколько времени ползешь по всей птичке, привет! Паски, я Рязань, привет! Я Рязань, привет! Сеев, Сеев, я Рязань, на приёме! Селёдов, я вызываю Селёдов, привет! Селёдов, я вызываю Селёдов, привет! Рязань, я Селёдов, я Рязань, на приёме! Рязань, вы уточнили время? Нет, ещё не сказали, привет! Ещё, всё уточнили, привет! Рязань, ещё, пожалуйста, заходите в бою, вас прослали за слуху. Я запрашиваю, но вы всё не дают, Рязань! Привет, я Рязань, на приёме! Паски, а что за старая вопроса по времени и по фронт? Привет, я Рязань, привет! А что про время, про больных птичек, привет! Я один, я один, я один, я один, привет! Рязань, Рязань, я Рязань, привет! Булл, второй же по вопросу, забыла, нет рядом, сюда же не точнись, привет! Я Рязань, я Салтыков, привет! А что про Рязань, привет! А что про Рязань, Булл запрашивает, у нас нет разрешения на опустие, нас, конечно, ждёт в лесу, стоим мы в своём доме, привет! trumpet guy anys notes trumpet guy ans notes trumpet guy ans notes trumpet guy ans notes турмент турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен"," Киев, я Киев, у тебя есть связь с Маской? Приём! Я принял, приём! Я Рязань, приём! Киев, Киев, Киев, я Рязань, Рязань, приём! Рязань, Рязань, я Киев, Киев, Киев, я Рязань, у тебя есть связь с Маской? Приём! Да, есть, есть! Вырезай Маске, кто? Гейдер? Отправим коробочку трёхсотными! Приём! Киев, я Маскев, приём! Киев, Киев, я Маскев, приём! Киев, Киев, я Маскев, приём! Киев, я Рязань, вы находитесь в станции Киев-Масков? Киев-Маскев, приём! Киев, Киев, я Маскев, приём! Киев, Киев, я Рязань, приём! Рязань, первый, на полной, на полной! А, картрид стал в работу, а пингун у него нет, не пингунится, правильно? Я Рязань, я Киев, приём! Я принял, принял, по вашему вопросу ещё уточняю, мне не докладывали, приём! Я Рязань, принял, приём! Маскев, я Рязань, приём! Киев, приём! Маскев, я Рязань, картрид сообщает, что он встал в работу, но не пингует, не пингует, и пигу у него нет, приём! Маскев, я правильно понимаю, картрид ушёл в работу, но он не пингует, не пингует, приём! Да, да, да, приём! Киев, Киев, я Маскев, приём! Маскев, Маскев, я Рязань, привет! Картрид сообщает, что он в шуму, и прописал, приём! Маскев, Маскев, я Рязань, на приёме! Маскев, я прочтил, что он прописал, привет! Картрид, я Рязань, приём! Картрид, у тебя нет ужин, тропинговать! Картрид, я Рязань, ты не можешь тропинговать, приём! Картрид, я Рязань, что у тебя случилось? Я Рязань, приём! Картрид, я Рязань, привет! Маскев, я Рязань, привет! Волгоград, я Рязань, привет! Картрид, сообщаю, что ты можешь тропинговать открытую петлю, привет! Маскев, я Рязань, повторите громче, привет! Картрид, я Рязань, что у тебя случилось? Я Рязань, привет! Картрид, я Рязань, привет! Картрид, я Рязань, привет! Семнадцать, я Рязань, привет! Семнадцать, я Рязань, приём! Маскев, я Рязань, да привет тебе! Поездка до Урагана, все скорые пойдут в большие птички, и мы их надо в Магазинске провожать, правильно? Мы их не надо будем направлять. Маскев, я Рязань, тебя же все отречают, привет! Ураган, ураган, я Рязань, привет! Гейзер, Гейзер, я Рязань, привет! Гейзер, у тебя есть часть Урагана? Повторите, слышал. Гейзер, у тебя есть часть Урагана? Да, есть. Передай Урагану, что скоро пойдут большие паски, я Рязань, привет! Паски, ты сколько времени ползешь по всей птичке, привет! Паски, я Рязань, привет! Я Рязань, привет! Сеев, Сеев, я Рязань, на приёме! Селёдов, я вызываю Селёдов, привет! Селёдов, я вызываю Селёдов, привет! Рязань, я Селёдов, я Рязань, на приёме! Рязань, вы уточнили время? Нет, ещё не сказали, привет! Ещё, всё уточнили, привет! Рязань, ещё, пожалуйста, заходите в бою, вас прослали за слуху. Я запрашиваю, но вы всё не дают, Рязань! Привет, я Рязань, на приёме! Паски, а что за старая вопроса по времени и по фронт? Привет, я Рязань, привет! А что про время, про больных птичек, привет! Я один, я один, я один, я один, привет! Рязань, Рязань, я Рязань, привет! Булл, второй же по вопросу, забыла, нет рядом, сюда же не точнись, привет! Я Рязань, я Салтыков, привет! А что про Рязань, привет! А что про Рязань, Булл запрашивает, у нас нет разрешения на опустие, нас, конечно, ждёт в лесу, стоим мы в своём доме, привет! trumpet guy anys notes trumpet guy ans notes trumpet guy ans notes trumpet guy ans notes турмент турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен турмен"
0,websdr_recording_2022-03-15T17_18_20Z_3169.0kHz.wav,ru,en,"Hello Horizon! Portrait Horizon! The portrait says that the mouth should not blink, the open stove! Hello! Guys, please! Now, now, now! Let's run away! I can't! Portrait! Portrait! I am Horizon! Repeat louder! Louder repeat! Hello! Horizon, I see that the ribbon is leaving alone. Let her get ready to meet her. Ribbon goes off. Let's get ready to meet her. Did I understand correctly? Yes. Horizon, I'm Rizont! Hello! Horizon, I'm Rizont! Hello! Seventeen, seventeen, seventeen! I won't let you cut! Hello! Seventeen, seventeen, seventeen! Seventeen, seventeen, seventeen! I am Rizon! Rizont! Hello! Portrait, I'm Rizont! Open! On Vesu to Hurricane, everyone will soon find big pussy. The entire cartridge will be corrected. Right? The angle needs to be corrected. Portrait, I'm Rizont! Chelyabinsk is not responding! Chelyabinsk is not responding! Hello!"," Горизонт привет! Портрет Горизонт! Портрет сообщает, что не должен рот миговать, открытую печь! Привет! Ребята, прошу тебя! Сейчас, сейчас, сейчас! Убегаем! Я не могу! Портрет! Портрет! Я Горизонт! Повторите громче! Громче повторите! Привет! Горизонт, я вижу, что ленточка одна уходит. Пусть готовится встречать ее встречать. Ленточка одна уходит. Пусть готовится ее встречать. Я правильно понял? Да. Горизонт, я Ризонт! Привет! Горизонт, я Ризонт! Привет! Семнадцать, семнадцать, семнадцать! Я не дашь резать! Привет! Семнадцать, семнадцать, семнадцать! Семнадцать, семнадцать, семнадцать! Я Ризонт! Ризонт! Привет! Портрет, я Ризонт! Открывайте! На Весу до Урагана все скоро найдутся большие письки. Весь патрон будет проправляться. Правильно? Угол надо будет поправлять. Портрет, я Ризонт! Челябинск не отвечает! Челябинск не отвечает! Привет!"
0,websdr_recording_2022-03-15T17_21_14Z_3169.0kHz.wav,ru,en,"Hurricane, hurricane, hurricane, I'm Regan, Regan, hello! Geyser, Geyser, Geyser, I'm Regan, Regan, hello! Regan and Geyser! Geyser, do you have part of the hurricane? Repeat, hear? Geyser, do you have part of the hurricane? Yes, I have. Tell the hurricane that the big guns are coming soon and we're ready to improve the terrain. Geyser, do you have part of the hurricane? Yes, I have. Geyser, you have... I'm not looking for it. Is there a part of the hurricane? Parker, I'm Riga, hi. Now, wait, I'll be there. Parker, how long have you been crawling into one of the cups and will you come? Now, wait, I'll be there. Parker, I'm Riga, hi. Parker, I'm Riga, hi. Parker, I'm Riga, hi. Parker, I'm Riga, hi."," Ураган, ураган, ураган, я Риган, Риган, привет! Гейзер, Гейзер, Гейзер, я Риган, Риган, привет! Риган и Гейзер! Гейзер, у тебя есть часть урагана? Повторите, слышно? Гейзер, у тебя есть часть урагана? Да, есть. Передай урагану, что скоро пойдут большие пушки, и мы готовы поправлять рельеф. Гейзер, у тебя есть часть урагана? Да, есть. Гейзер, у тебя есть… Я так не ищу. Часть урагана есть? Паркер, я Рига, привет. Сейчас, подожди, я приеду. Паркер, ты сколько времени ползешь в одну из кубок и приедешь? Сейчас, подожди, я приеду. Паркер, я Рига, привет. Паркер, я Рига, привет. Паркер, я Рига, привет. Паркер, я Рига, привет."
0,websdr_recording_2022-03-15T17_24_10Z_3169.0kHz.wav,ru,en,"I'm Ryazan, hello! Hello, hello, I'm Ryazan, at the reception! Family of the Abyss, I call the Family of the Abyss, hello! Family of the Abyss, I call the Family of the Abyss, hello! Family of the Abyss, I call the Family of the Abyss, hello! I'm Ryazan, I'm Familybezd, hello! Familybezd, I'm Ryazan, at the reception! Hey, I'm calling the Abyss Family, hello! No, they didn't say anything, hello! Repeat, hear something! Still, everything, here, spectacle greetings! Friends, still, please, go to give, how much can I hear you now? I ask, they don't give me, hello! I'm Ryazan, at the reception! So, Sam, what about the old question, the time and the phrase ""hello""? Hello! On the strip, Wednesday, Wednesday, hello! I have arrived, I have arrived, but what about the time, about the big Scythians, hello! Bye! Familybezd, I'm Ryazan, at the reception! Familybezd, I'm Ryazan, at the reception!"," Я Рядзань, привет! Привет, привет, я Рядзань, на приёме! Семьябезд, я вызываю Семьябезд, привет! Семьябезд, я вызываю Семьябезд, привет! Семьябезд, я вызываю Семьябезд, привет! Я Рядзань, я Семьябезд, привет! Семьябезд, я Рядзань, на приёме! Привет, я вызываю Семьябезд, привет! Нет, ничего не сказали, привет! Повтори, что-то слышно! Ещё, всё, вот, очковый привет! Друзья, ещё, пожалуйста, заходите в дают, вас на сколько сейчас слышу? Я запрашиваю, мне уже не дают, привет! Я Рядзань, на приёме! Так, Сем, а что по старому вопросу, по времени и по фразе «привет»? Привет! На полосе, среду, среду, привет! Я прибыл, прибыл, а что про время, про больших скифик, привет! Пока! Семьябезд, я Рядзань, на приёме! Семьябезд, я Рядзань, на приёме!"
0,websdr_recording_2022-03-15T17_28_19Z_3169.0kHz.wav,ru,en,"Ahead, come on, catch a powerful picture, over! Hands! Hike, hike, ahead, welcome! Campaign, campaign, ahead, catch a powerful picture, welcome! On the left, look at him for strong coordination. He is now standing and calculated for where he operates. It's too late, let's go! We crawl at least, charge, at the reception! Campaign, campaign, ahead, catch! Campaign, campaign, ahead, catch!"," Впереди давай, взлови подсильную картина, приём! Руки! Поход, поход, впереди, приём! Поход, поход, впереди, взлови подсильную картину, приём! Слева, смотрите на него подсильную координацию. Он сейчас стоит и подсчитал за такое, где действует. Уже очень поздно, вперёд! Минимум ползем, заряжай, за приёме! Поход, поход, впереди, взлови! Поход, поход, впереди, взлови!"
0,websdr_recording_2022-03-15T17_30_58Z_3169.0kHz.wav,ru,en,"I see a retreat. Yes, yes, yes, yes, I see the departure. I see a retreat. I see a retreat. I see a retreat. I see a retreat. I see a retreat. I see a retreat. Now I see the retreat.ersoberim1 I see the retreat. These are tourists, I was pleased. I see a retreat. Tourists, I see a retreat. I see a retreat. I see a retreat. I see a retreat. I see a retreat. I see a retreat."," Я вижу отход. Да, да, да, да, я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Теперь я вижу отход.ersoberim1 Я вижу отход. Это tourists, мне было приятно. Я вижу отход. Туристы, я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход. Я вижу отход."
0,websdr_recording_2022-03-15T17_40_52Z_3169.0kHz.wav,ru,en,"Yes Yes Yes. Reson, Reson, I'm Kaspet, over. Kaspet, I'm Reason, yes, welcome. I can't say right now that Rapier heard me. I did not hear how it should be on police automation. Reception. Kaspet, I'm Reason, over. Kaspet, when are you going to smoke, smoke, welcome. Reason, I'm Kaspet, I'll still be. Now is not the time, now is not the time, over. Reson, Reson, I'm Kaspet, over. Kaspet, I'm Reason, I'm Kaspet, over. Kaspet, I'm Reason, yes, welcome. Masha, Masha, pass the information through the distester, over. Cupid, I'm Reason, yes, welcome. Cupid, I'm Reason, yes, welcome. Lesa, Dare, I'm Reason, yes, welcome. Forests, Dare, I'm not bursting, I'm not bursting, welcome. Kaspet, I am Reason, I am Reason, I am Kaspet, over. Kaspet, I'm Reason, I'm Kaspet, over. Reason, I'm Reason, I'm Kaspet, over. Kaspet, I am Reason, I am Reason, I am Kaspet, over. Who called them? Kaspet, I am Reason, I am Reason, I am Kaspet, over. I'm Reason, over. Rapiers, rapiers, I am Reason, reception. Rapier, rapier, movement on the field."," Да, да, да. Резон, Резон, я Каспет, прием. Каспет, я Резон, да, прием. Я сейчас не могу сказать, что Рапира меня услышала. Я не слышал, как надо по полицейской автоматике. Прием. Каспет, я Резон, прием. Каспет, ты когда будешь делать курить-курить, прием. Резон, я Каспет, я все-таки буду. Сейчас не время, сейчас не время, прием. Резон, Резон, я Каспет, прием. Каспет, я Резон, я Каспет, прием. Каспет, я Резон, да, прием. Маша, Маша, передай информацию через дистер, прием. Амур, я Резон, да, прием. Амур, я Резон, да, прием. Леса, Дерзай, я Резон, да, прием. Леса, Дерзай, я вас не распираю, не распираю, прием. Каспет, я Резон, я Резон, я Каспет, прием. Каспет, я Резон, я Каспет, прием. Резон, я Резон, я Каспет, прием. Каспет, я Резон, я Резон, я Каспет, прием. Кто их вызывал? Каспет, я Резон, я Резон, я Каспет, прием. Я Резон, прием. Рапиры, рапиры, я Резон, прием. Рапира, рапира, движение на поле."
